id,source,target
document.mqxliff_664,Use the MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM without adding water because the concentration is preadjusted to 50%.,"Utilice refrigerante MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM. No le añada agua, ya que la concentración ya está establecida al 50%."
document.mqxliff_665,Use special tool LLC changer (,Utilice el cambiador LLC (herramienta especial 
document.mqxliff_666,Recommended antifreeze:,Anticongelante recomendado:
document.mqxliff_667,MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM or equivalent*,SUPER LONG LIFE COOLANT PREMIUM ORIGINAL DE MITSUBISHI MOTORS o equivalente*
document.mqxliff_668,note,nota
document.mqxliff_669,"*similar high quality ethylene glycol based non-silicate, non-amine, non-nitrate and non-borate coolant with long life hybrid organic acid technology","*refrigerante similar de alta calidad basado en etilenglicol que no contenga silicato, amina, nitrato ni borato, con tecnología híbrida de ácido orgánico de larga duración."
document.mqxliff_670,Quantity (Includes volume inside condense tank):,Cantidad (incluye el volumen del depósito del condensador):
document.mqxliff_671,9.0 L,"9,0 l"
document.mqxliff_672,note,nota
document.mqxliff_673,For how to use special tool ,Para saber la forma de utilizar la herramienta especial 
document.mqxliff_674,Reinstall the radiator cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_675,Start the engine and let it warm up until the thermostat opens.,Ponga el motor en marcha y deje que se caliente hasta que se abra el termostato.
document.mqxliff_676,"After repeatedly revving the engine up to 3,000 r/min several times, then stop the engine.","Después de poner el motor a 3.000 rpm varias veces, apáguelo."
document.mqxliff_677,"Remove the radiator cap after the engine has become cold, and pour in coolant up to the brim.",Desmonte la tapa del radiador cuando se enfríe el motor y eche refrigerante hasta la marca.
document.mqxliff_678,Reinstall the cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_679,caution,precaución
document.mqxliff_680,Do not overfill the condenser tank.,No rellene el depósito del condensador por encima de sus límites.
document.mqxliff_681,"Add engine coolant to the condenser tank between the ""F"" and ""L"" mark if necessary.","Agregue refrigerante del motor al depósito del condensador hasta que el nivel se encuentre entre las marcas ""F"" y ""L"" si es necesario."
document.mqxliff_682,Install the air cleaner assembly <4WD>.,Instale el conjunto del filtro de aire <4WD>.
document.mqxliff_683,Install the under skid plate.,Instale la placa protectora inferior.
document.mqxliff_684,<4N15>,<4N15>
document.mqxliff_685,Remove the under skid plate.,Extraiga la placa protectora inferior.
document.mqxliff_686,warning,advertencia
document.mqxliff_687,"When removing the radiator cap, use care to avoid contact with hot coolant or steam.","Al retirar la tapa del radiador, procure no entrar en contacto con el refrigerante caliente o el vapor."
document.mqxliff_688,Place a shop towel over the radiator cap and turn the radiator cap anti-clockwise a little to let the pressure escape through the vinyl tube.,Coloque una toalla sobre la tapa del radiador y gírela hacia la izquierda ligeramente para dejar que salga la presión por el tubo de vinilo.
document.mqxliff_689,"After relieving the steam pressure, remove the radiator cap by slowly turning it anti-clockwise.","Después de soltar la presión del vapor, retire la tapa del radiador girándola lentamente hacia la izquierda."
document.mqxliff_690,Remove the radiator drain plug to drain the engine coolant.,Extraiga el tapón de drenaje del radiador para vaciar el refrigerante del motor.
document.mqxliff_691,Securely tighten the drain plug of the radiator.,Apriete con firmeza el tapón de drenaje del radiador.
document.mqxliff_692,Disconnect water hose I from the engine oil cooler.,Desconecte la manguera de agua I del enfriador de aceite del motor.
document.mqxliff_693,Air-blow the system to drain the engine coolant through the radiator cap.,Aplique aire al sistema para vaciar el refrigerante del motor a través del tapón del radiador.
document.mqxliff_694,Connect water hose I from the engine oil cooler.,Conecte la manguera de agua I al enfriador de aceite del motor.
document.mqxliff_695,Remove the thermostat.,Retire el termostato.
document.mqxliff_696,Air-blow the system to drain the engine coolant through the radiator cap.,Aplique aire al sistema para vaciar el refrigerante del motor a través del tapón del radiador.
document.mqxliff_697,Install the thermostat.,Coloque el termostato.
document.mqxliff_698,Disconnect the radiator condenser tank hose the radiator.,Desconecte del radiador la manguera del depósito del condensador del radiador.
document.mqxliff_699,Suspend the radiator condenser tank hose downwards to drain the tank.,Deje la manguera del depósito del condensador del radiador colgando hacia abajo para vaciar el depósito.
document.mqxliff_700,Connect the radiator condenser tank hose.,Conecte la manguera del depósito del condensador del radiador.
document.mqxliff_701,caution,precaución
document.mqxliff_702,Do not use alcohol or methanol anti-freeze or any engine coolants mixed with alcohol or methanol anti-freeze.,No utilice alcohol o metanol anticongelante ni ningún tipo de refrigerante mezclado con alcohol o metanol anticongelante.
document.mqxliff_703,The use of an improper anti-freeze can cause corrosion of the aluminium components.,El uso de un anticongelante incorrecto puede provocar la corrosión de los componentes de aluminio.
document.mqxliff_704,Use the MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM without adding water because the concentration is preadjusted to 50%.,"Utilice refrigerante MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM. No le añada agua, ya que la concentración ya está establecida al 50%."
document.mqxliff_705,Use special tool LLC changer (,Utilice el cambiador LLC (herramienta especial 
document.mqxliff_706,Recommended antifreeze:,Anticongelante recomendado:
document.mqxliff_707,MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM or equivalent*,SUPER LONG LIFE COOLANT PREMIUM ORIGINAL DE MITSUBISHI MOTORS o equivalente*
document.mqxliff_708,note,nota
document.mqxliff_709,"*similar high quality ethylene glycol based non-silicate, non-amine, non-nitrate and non-borate coolant with long life hybrid organic acid technology","*refrigerante similar de alta calidad basado en etilenglicol que no contenga silicato, amina, nitrato ni borato, con tecnología híbrida de ácido orgánico de larga duración."
document.mqxliff_710,Quantity (Includes volume inside condense tank):,Cantidad (incluye el volumen del depósito del condensador):
document.mqxliff_711,7.7 L,"7,7 l"
document.mqxliff_712,note,nota
document.mqxliff_713,For how to use special tool ,Para saber la forma de utilizar la herramienta especial 
document.mqxliff_714,Reinstall the radiator cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_715,Start the engine and let it warm up until the thermostat opens.,Ponga el motor en marcha y deje que se caliente hasta que se abra el termostato.
document.mqxliff_716,"After repeatedly revving the engine up to 3,000 r/min several times, then stop the engine.","Después de poner el motor a 3.000 rpm varias veces, apáguelo."
document.mqxliff_717,"Remove the radiator cap after the engine has become cold, and pour in coolant up to the brim.",Desmonte la tapa del radiador cuando se enfríe el motor y eche refrigerante hasta la marca.
document.mqxliff_718,Reinstall the cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_719,caution,precaución
document.mqxliff_720,Do not overfill the condenser tank.,No rellene el depósito del condensador por encima de sus límites.
document.mqxliff_721,"Add engine coolant to the condenser tank between the ""F"" and ""L"" mark if necessary.","Agregue refrigerante del motor al depósito del condensador hasta que el nivel se encuentre entre las marcas ""F"" y ""L"" si es necesario."
document.mqxliff_722,Install the under skid plate.,Instale la placa protectora inferior.
document.mqxliff_723,<4N16>,<4N16>
document.mqxliff_724,Remove the under skid plate.,Extraiga la placa protectora inferior.
document.mqxliff_725,warning,advertencia
document.mqxliff_726,"When removing the radiator cap, use care to avoid contact with hot coolant or steam.","Al retirar la tapa del radiador, procure no entrar en contacto con el refrigerante caliente o el vapor."
document.mqxliff_727,Place a shop towel over the radiator cap and turn the radiator cap anti-clockwise a little to let the pressure escape through the vinyl tube.,Coloque una toalla sobre la tapa del radiador y gírela hacia la izquierda ligeramente para dejar que salga la presión por el tubo de vinilo.
document.mqxliff_728,"After relieving the steam pressure, remove the radiator cap by slowly turning it anti-clockwise.","Después de soltar la presión del vapor, retire la tapa del radiador girándola lentamente hacia la izquierda."
document.mqxliff_729,"Remove the radiator drain plug and then radiator cap to drain the engine coolant from the radiator, heater core, and engine.","Extraiga el tapón de drenaje del radiador y, a continuación, la tapa del radiador para vaciar el refrigerante del motor del radiador, el núcleo del calefactor y el motor."
document.mqxliff_730,Air-blow the reservoir tank to drain the engine coolant remaining in the tank.,Aplique aire al depósito para vaciar el refrigerante del motor restante en el depósito.
document.mqxliff_731,"At this time, place a rag or the like next to the filling port of the reservoir tank to prevent spattering of the engine coolant.","En este momento, coloque un paño o similar junto al puerto de llenado del depósito para evitar que se esparza el refrigerante del motor."
document.mqxliff_732,Securely tighten the radiator drain plug.,Apriete firmemente el tapón de drenaje del radiador.
document.mqxliff_733,caution,precaución
document.mqxliff_734,Do not use alcohol or methanol anti-freeze or any engine coolants mixed with alcohol or methanol anti-freeze.,No utilice alcohol o metanol anticongelante ni ningún tipo de refrigerante mezclado con alcohol o metanol anticongelante.
document.mqxliff_735,The use of an improper anti-freeze can cause corrosion of the aluminium components.,El uso de un anticongelante incorrecto puede provocar la corrosión de los componentes de aluminio.
document.mqxliff_736,Use the MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM without adding water because the concentration is preadjusted to 50%.,"Utilice refrigerante MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM. No le añada agua, ya que la concentración ya está establecida al 50%."
document.mqxliff_737,Mount the special service tool LLC changer (,Monte el cambiador LLC de herramientas de servicio especiales (
document.mqxliff_738,Recommended antifreeze:,Anticongelante recomendado:
document.mqxliff_739,MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT PREMIUM or equivalent*,SUPER LONG LIFE COOLANT PREMIUM ORIGINAL DE MITSUBISHI MOTORS o equivalente*
document.mqxliff_740,note,nota
document.mqxliff_741,*:,*:
document.mqxliff_742,"similar high quality ethylene glycol based non-silicate, non-amine, non-nitrate and non-borate coolant with long life hybrid organic acid technology","refrigerante sin borato, nitrato, amoníaco ni silicato con base de glicol de etileno de alta calidad y con tecnología híbrida de ácido orgánico de larga duración similar"
document.mqxliff_743,Quantity (Includes volume inside condense tank):,Cantidad (incluye el volumen del depósito del condensador):
document.mqxliff_744,7.0 L,"7,0 L"
document.mqxliff_745,note,nota
document.mqxliff_746,For how to use special service tool ,Para saber cómo utilizar la herramienta de servicio especial
document.mqxliff_747,Reinstall the radiator cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_748,Start the engine and let it warm up until the thermostat opens.,Ponga el motor en marcha y deje que se caliente hasta que se abra el termostato.
document.mqxliff_749,"After repeatedly revving the engine up to 3,000 r/min several times, then stop the engine.","Después de poner el motor a 3.000 rpm varias veces, apáguelo."
document.mqxliff_750,"Remove the radiator cap after the engine has become cold, and pour in coolant up to the brim.",Desmonte la tapa del radiador cuando se enfríe el motor y eche refrigerante hasta la marca.
document.mqxliff_751,Reinstall the cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_752,caution,precaución
document.mqxliff_753,Do not overfill the condenser tank.,No rellene el depósito del condensador por encima de sus límites.
document.mqxliff_754,"Add engine coolant to the condenser tank between the ""F"" and ""L"" mark if necessary.","Agregue refrigerante del motor al depósito del condensador hasta que el nivel se encuentre entre las marcas ""F"" y ""L"" si es necesario."
document.mqxliff_755,Install the under skid plate.,Instale la placa protectora inferior.
document.mqxliff_756,<4D5>,<4D5>
document.mqxliff_757,Remove the under skid plate.,Extraiga la placa protectora inferior.
document.mqxliff_758,warning,advertencia
document.mqxliff_759,"When removing the radiator cap, use care to avoid contact with hot coolant or steam.","Al retirar la tapa del radiador, procure no entrar en contacto con el refrigerante caliente o el vapor."
document.mqxliff_760,Place a shop towel over the cap and turn the cap anti-clockwise a little to let the pressure escape through the vinyl tube.,Coloque una toalla sobre la tapa y gírela a izquierdas ligeramente para dejar que escape la presión por el tubo de vinilo.
document.mqxliff_761,"After relieving the steam pressure, remove the cap by slowly turning it anti-clockwise.","Después de soltar la presión del vapor, retire la tapa girándola lentamente a izquierdas."
document.mqxliff_762,"Drain the engine coolant from the radiator, heater core and engine after unplugging the radiator drain plug and removing the radiator cap.","Vacíe el refrigerante del motor del radiador, del núcleo de la calefacción y del motor después de retirar el tapón de drenaje del radiador y la tapa del mismo."
document.mqxliff_763,Drain the engine coolant in the water jacket by disconnect the engine oil cooler water hose.,"Vacíe el refrigerante del motor de la camisa de agua; para ello, desconecte la manguera de agua del enfriador de aceite del motor."
document.mqxliff_764,Remove the headlamp assembly RH.,Extraiga el conjunto del faro (DCH).
document.mqxliff_765,Remove the condenser tank assembly and drain the engine coolant.,Extraiga el conjunto del depósito del condensador y vacíe el refrigerante del motor.
document.mqxliff_766,Reinstall the condenser tank assembly.,Vuelva a instalar el conjunto del depósito del condensador.
document.mqxliff_767,Install the headlamp assembly RH.,Instale el conjunto del faro (DCH).
document.mqxliff_768,Drain the engine coolant then clean the path of the engine coolant by injecting water into the radiator from the radiator cap area.,Vacíe el refrigerante de motor y luego limpie el paso del mismo inyectando agua en el radiador por la zona de la tapa del radiador.
document.mqxliff_769,Connect the engine oil cooler water hose.,Conecte la manguera de agua del enfriador de aceite del motor.
document.mqxliff_770,Securely tighten the drain plug of the radiator.,Apriete con firmeza el tapón de drenaje del radiador.
document.mqxliff_771,caution,precaución
document.mqxliff_772,Do not use alcohol or methanol anti-freeze or any engine coolants mixed with alcohol or methanol anti-freeze.,No utilice alcohol o metanol anticongelante ni ningún tipo de refrigerante mezclado con alcohol o metanol anticongelante.
document.mqxliff_773,The use of an improper anti-freeze can cause corrosion of the aluminium components.,El uso de un anticongelante incorrecto puede provocar la corrosión de los componentes de aluminio.
document.mqxliff_774,Use special tool LLC changer (,Utilice el cambiador LLC (herramienta especial 
document.mqxliff_775,Recommended antifreeze:,Anticongelante recomendado:
document.mqxliff_776,MITSUBISHI MOTORS GENUINE SUPER LONG LIFE COOLANT or equivalent,REFRIGERANTE DE LARGA DURACIÓN MITSUBISHI MOTORS ORIGINAL o equivalente
document.mqxliff_777,Quantity (Includes volume inside condense tank):,Cantidad (incluye el volumen del depósito del condensador):
document.mqxliff_778,8.2 L,"8,2 l"
document.mqxliff_779,note,nota
document.mqxliff_780,For how to use special tool ,Para saber la forma de utilizar la herramienta especial 
document.mqxliff_781,Reinstall the radiator cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_782,Start the engine and let it warm up until the thermostat opens.,Ponga el motor en marcha y deje que se caliente hasta que se abra el termostato.
document.mqxliff_783,"After repeatedly revving the engine up to 3,000 r/min several times, then stop the engine.","Después de poner el motor a 3.000 rpm varias veces, apáguelo."
document.mqxliff_784,"Remove the radiator cap after the engine has become cold, and pour in coolant up to the brim.",Desmonte la tapa del radiador cuando se enfríe el motor y eche refrigerante hasta la marca.
document.mqxliff_785,Reinstall the cap.,Vuelva a instalar la tapa del radiador.
document.mqxliff_786,caution,precaución
document.mqxliff_787,Do not overfill the condenser tank.,No rellene el depósito del condensador por encima de sus límites.
document.mqxliff_788,"Add engine coolant to the condenser tank between the ""F"" and ""L"" mark if necessary.","Agregue refrigerante del motor al depósito del condensador hasta que el nivel se encuentre entre las marcas ""F"" y ""L"" si es necesario."
document.mqxliff_789,Install the under skid plate.,Instale la placa protectora inferior.
document.mqxliff_790,CHECK AIR CLEANER ELEMENT FOR CLOGGING AND DAMAGE,COMPROBACIÓN DEL ELEMENTO DEL FILTRO DE AIRE EN BUSCA DE OBSTRUCCIONES Y DAÑOS
document.mqxliff_791,Check air cleaner element for clogging and damage.,Compruebe el elemento del filtro de aire en busca de obstrucciones y daños.
document.mqxliff_792,Clean deposited dust from the element in the following manner.,Limpie el polvo acumulado en el filtro de la siguiente manera.
document.mqxliff_793,Lightly tap the element against the top of a bench.,Golpee suavemente el filtro colocado en la parte superior de un banco.
document.mqxliff_794,Blow compressed air from inside the element.,Aplique aire comprimido en el interior del filtro.
document.mqxliff_795,Wipe off dust on the air cleaner interior.,Elimine el polvo depositado en el interior del filtro de aire.
document.mqxliff_796,Install the air cleaner body.,Instale la carcasa del filtro de aire.
document.mqxliff_797,REPLACE AIR CLEANER ELEMENT,CAMBIO DEL FILTRO DE AIRE
document.mqxliff_798,"The air cleaner element will become dirty and loaded with dust during use, and the filtering effect will be substantially reduced.","El filtro de aire se ensucia y acumula polvo por el uso, con lo que el efecto de filtrado se verá considerablemente mermado."
document.mqxliff_799,Replace it with a new one.,Cambie el filtro por uno nuevo.
document.mqxliff_800,Unclasp the air cleaner cover clip.,Libere el retén de la tapa del filtro de aire.
document.mqxliff_801,Remove the air cleaner element and install a new one.,Retire el filtro de aire e instale uno nuevo.
document.mqxliff_802,Be sure to close the air cleaner cover completely when clamping it.,Asegúrese de que la tapa del filtro de aire queda cerrada por completo al instalarla.
document.mqxliff_803,CHECK FLUID LEVEL IN BRAKE RESERVOIR AND CLUTCH RESERVOIR,COMPROBACIÓN DEL NIVEL DE LÍQUIDO EN EL DEPÓSITO DE LOS FRENOS Y DEL EMBRAGUE
document.mqxliff_804,"Check that the fluid level is between the ""MAX"" and ""MIN"" mark.","Compruebe que el nivel del líquido está entre las marcas ""MAX"" y ""MIN""."
document.mqxliff_805,"If it is below the ""MIN"" marks, replenish with fresh brake fluid up to the ""MAX"" mark.","Si se encuentra por debajo de la marca ""MIN"", es preciso añadir líquido de frenos nuevo hasta llegar a la marca ""MAX""."
document.mqxliff_806,Specified brake fluid:,Líquido de frenos especificado:
document.mqxliff_807,DOT 3 or DOT 4,DOT 3 o DOT 4
document.mqxliff_808,CHANGE BRAKE FLUID,CAMBIO DEL LÍQUIDO DE FRENOS
document.mqxliff_809,caution,precaución
document.mqxliff_810,Use the specified brake fluid.,Utilice el líquido de frenos especificado.
document.mqxliff_811,Avoid using a mixture of the specified brake fluid and other fluid.,Evite la utilización de una mezcla del líquido de frenos especificado y de otro líquido.
document.mqxliff_812,"If brake fluid is exposed to the air, it will absorb moisture; as water is absorbed from the atmosphere, the boiling point of the brake fluid will decrease and the braking performance will be seriously impaired.","El contacto del líquido de frenos con el aire provoca la absorción de humedad; con la absorción de agua de la atmósfera, el punto de ebullición del líquido de frenos desciende y la eficiencia del frenado puede resultar muy perjudicada."
document.mqxliff_813,For this reason use a hermetically sealed 1 L or 0.5 L brake fluid container.,"Por esta razón, utilice un contenedor de líquido de frenos de 0,5 litros ó de 1 litro herméticamente sellado."
document.mqxliff_814,Firmly close the cap of the brake fluid container after use.,Cierre firmemente el tapón del contenedor del líquido de frenos después del uso.
document.mqxliff_815,"Remove the cap of the bleeder screw, connect a vinyl tube, and place its other end in a receptacle.","Retire la tapa del tornillo de purga, acople un tubo de vinilo y coloque el otro extremo en un recipiente."
document.mqxliff_816,caution,precaución
document.mqxliff_817,"If fluid completely runs out of the reservoir tank during operation, air will find way into the brake line.","Si el depósito de reserva se queda sin líquido durante la operación, entrará aire en los conductos del freno."
document.mqxliff_818,"Pay attention, therefore, to the fluid level and replenish as necessary.","Por lo tanto, debe prestarse atención al nivel de líquido y reponerlo cuando sea necesario."
document.mqxliff_819,Loosen the bleeder screw and depress the brake pedal; add new brake fluid when the level of the fluid within the reservoir tank decreases.,Afloje el tornillo de purga y pise el pedal del freno; añada líquido de frenos cuando descienda el nivel de líquido en el depósito de reserva.
document.mqxliff_820,Specified brake fluid:,Líquido de frenos especificado:
document.mqxliff_821,DOT3 or DOT4,DOT3 ó DOT4
document.mqxliff_822,"When fresh fluid has flows out from the vinyl tube, tighten the bleeder screw.","Cuando el líquido nuevo empiece a salir del tubo de vinilo, apriete el tornillo de purga."
document.mqxliff_823,note,nota
document.mqxliff_824,"When the colour of the fluid, which flows out, is changed, you can determine that the system is filled with fresh fluid.","Cuando el color del líquido que sale cambia, puede determinar que el sistema está lleno con un líquido nuevo."
document.mqxliff_825,Repeat above steps for other bleeder screws.,Repita los pasos anteriores en los demás tornillos de purga.
document.mqxliff_826,CHECK BATTERY CONDITION,COMPROBACIÓN DEL ESTADO DE LA BATERÍA
document.mqxliff_827,FLUID LEVEL AND SPECIFIC GRAVITY CHECK,COMPROBACIÓN DEL NIVEL Y DE LA DENSIDAD RELATIVA DEL LÍQUIDO
document.mqxliff_828,caution,precaución
document.mqxliff_829,"If the battery is used with the electrolyte level below the LOWER LEVEL indicator, there is the danger that explosions may occur, so add water to the battery until the electrolyte level is between the LOWER LEVEL and UPPER LEVEL indications.","Si se utiliza una batería con el nivel de electrolito por debajo de la marca LOWER LEVEL (nivel inferior), existe peligro de que explote; en este caso, añada agua a la batería hasta que el nivel de electrolito se encuentre entre las marcas ""LOWER LEVEL"" (nivel inferior) y ""UPPER LEVEL"" (nivel superior)."
document.mqxliff_830,"If too much water is added to make the level rise above the UPPER LEVEL indication, the electrolyte may leak out, so adjust so that the electrolyte level is between the LOWER LEVEL and UPPER LEVEL indications.","Por el contrario, si agrega demasiada agua y el nivel sube por encima de la marca UPPER LEVEL (nivel superior), es posible que se salga el electrolito, por lo que deberá ajustarse entre las marcas ""LOWER LEVEL"" (nivel inferior) y ""UPPER LEVEL"" (nivel superior)."
document.mqxliff_831,Check that the battery electrolyte level is between the UPPER LEVEL and LOWER LEVEL indications.,"Compruebe que el nivel del electrolito de la batería se encuentra entre las marcas ""LOWER LEVEL"" (nivel inferior) y ""UPPER LEVEL"" (nivel superior)."
document.mqxliff_832,Use a specific gravity meter and a thermometer to measure the specific gravity.,Efectúe la medición de la densidad relativa con un medidor de densidad relativa y un termómetro.
document.mqxliff_833,Standard value:,Valor normal:
document.mqxliff_834,1.220 - 1.290 (electrolyte temperature 20°C),"1,220 - 1,290 (Temperatura del electrolito: 20°C)"
document.mqxliff_835,<Vehicles without AS&G system>,<Vehículos sin sistema AS&G>
document.mqxliff_836,Standard value:,Valor normal:
document.mqxliff_837,1.250 - 1.290 (electrolyte temperature 20°C),"1,250 - 1,290 (Temperatura del electrolito: 20 °C)"
document.mqxliff_838,<Vehicles with AS&G system>,<Vehículos con sistema AS&G>
document.mqxliff_839,"The specific gravity of the battery electrolyte changes according to the temperature, so the specific gravity when the electrolyte is at a temperature of 20°C can be calculated using the following formula.","La densidad relativa del electrolito de la batería cambia en función de la temperatura, de modo que la densidad relativa cuando el electrolito se encuentra a 20°C puede calcularse con la siguiente fórmula."
document.mqxliff_840,Use the converted value to judge whether the electrolyte is okay or not.,Utilice el valor convertido para juzgar el estado del electrolito (aceptable/no aceptable).
document.mqxliff_841,D,D
document.mqxliff_842,D,D
document.mqxliff_843,Specific gravity converted to a value for electrolyte temperature of 20°C,Densidad relativa convertida a un valor con la temperatura del electrolito a 20 °C
document.mqxliff_844,t:,t:
document.mqxliff_845,Electrolyte temperature at the time of measurement,Temperatura del electrolito en el momento de la medición
document.mqxliff_846,Dt:,Dt:
document.mqxliff_847,Actual specific gravity,Densidad relativa real
document.mqxliff_848,Check the position of the terminal (whether it is securely inserted to the bottom) and check whether the tightening torque is within the specified range.,Compruebe la posición del terminal (si está insertado firmemente hasta el fondo) y compruebe que el par de apriete se encuentre dentro del intervalo especificado.
document.mqxliff_849,note,nota
document.mqxliff_850,"If the specific gravity is less than or equal to the standard value, perform supplementary charging and then check the specific gravity again.","Si la densidad relativa es menor o igual al valor normal, realice una carga adicional y, a continuación, compruebe de nuevo la densidad relativa."
document.mqxliff_851,REPLACE FUEL FILTER,SUSTITUCIÓN DEL FILTRO DE COMBUSTIBLE
document.mqxliff_852,"<4N15, 4D5>","<4N15, 4D5>"
document.mqxliff_853,Post-installation Operation,Operación posterior a la instalación
document.mqxliff_854,Evacuation of Air from Fuel Line.,Evacuación del aire del conducto de combustible.
document.mqxliff_855,Fuel filter removal steps,Procedimiento de extracción del filtro de combustible
document.mqxliff_856,Fuel filter cap,Tapón del filtro de combustible
document.mqxliff_857,Fuel filter and O-ring,Filtro de combustible y junta tórica
document.mqxliff_858,O-ring,Junta tórica
document.mqxliff_859,REMOVAL SERVICE POINTS,PUNTOS DE SERVICIO PARA LA EXTRACCIÓN
document.mqxliff_860,,
document.mqxliff_861,Loosen the drain plug to drain the fuel.,Afloje el tapón de drenaje para drenar el combustible.
document.mqxliff_862,"Then, tighten the drain plug.","A continuación, apriete el tapón de drenaje."
document.mqxliff_863,Insert a flat-tipped screwdriver into the groove of the fastener nut.,Introduzca un destornillador de punta plana en la ranura de la tuerca de fijación.
document.mqxliff_864,Loosen the fastener nut using the flat-tipped screwdriver until it can be loosened by hand.,Afloje con el destornillador de punta plana la tuerca de fijación hasta que pueda aflojarla con la mano.
document.mqxliff_865,INSTALLATION SERVICE POINTS,PUNTOS DE REVISIÓN DE LA INSTALACIÓN
document.mqxliff_866,,
document.mqxliff_867,Install the fuel filter cap by aligning the marks on the fuel filter cap and the fuel filter case.,"Coloque el tapón del filtro de combustible; para ello, alinee las marcas del tapón del filtro de combustible con las de la caja del filtro de combustible."
document.mqxliff_868,Securely tighten the fastener nut until the mark is in the position shown in the figure (until it clicks in place).,Apriete firmemente la tuerca de fijación hasta que la marca se encuentre en la posición que se muestra en la ilustración (hasta que haga clic).
document.mqxliff_869,FUEL PUMP AND GAUGE ASSEMBLY REMOVAL AND INSTALLATION,EXTRACCIÓN E INSTALACIÓN DEL CONJUNTO DEL INDICADOR Y LA BOMBA DE COMBUSTIBLE
document.mqxliff_870,<6B3>,<6B3>
document.mqxliff_871,Reduce Pressurised Fuel Lines.,Reducción de las tuberías de combustible presurizadas.
document.mqxliff_872,"Remove the second seat assembly, rear scuff plate (LH) and turn up the floor carpet.","Extraiga el conjunto del asiento de la segunda fila y la placa de rozamiento trasera (IZQ), y voltee la alfombrilla del suelo."
document.mqxliff_873,Remove the floor inspection lid.,Retire la tapa de inspección del suelo.
document.mqxliff_874,Disconnect the fuel pump and gauge assembly connector and the fuel high-pressure hose.,"Desconecte el conector del conjunto del indicador y la bomba del combustible, y la manguera de alta presión de combustible."
document.mqxliff_875,Remove the fuel pump and gauge assembly mounting nuts.,Quite las tuercas de montaje del conjunto del indicador y la bomba del combustible.
document.mqxliff_876,caution,precaución
document.mqxliff_877,Pay attention not to damage the fuel gauge unit and float of the fuel pump and gauge assembly when removing the fuel pump and gauge assembly from the fuel tank.,Preste atención para no dañar la unidad del indicador de combustible y el flotador del conjunto de la bomba de combustible y el indicador al retirar dicho conjunto del depósito de combustible.
document.mqxliff_878,Remove the retainer plate and the fuel pump and gauge assembly from service hole.,Extraiga la placa de retención y el conjunto de la bomba de combustible y el indicador por el orificio de servicio.
document.mqxliff_879,note,nota
document.mqxliff_880,"When disassembling and reassembling the fuel pump and gauge assembly, refer to the next section ""DISASSEMBLY AND REASSEMBLY <6B3>"".","Para desmontar y montar el conjunto de la bomba de combustible y el indicador, consulte la siguiente sección ""MONTAJE Y DESMONTAJE <6B3>""."
document.mqxliff_881,Replace the fuel pump and gauge assembly packing with a new one.,Sustituya la junta del conjunto de la bomba de combustible y el indicador por otra nueva.
document.mqxliff_882,caution,precaución
document.mqxliff_883,Pay attention not to damage the fuel gauge unit and the float of the fuel pump and gauge assembly when installing it to the fuel tank.,Procure no dañar la unidad del indicador de combustible y el flotador del conjunto de la bomba de combustible y el indicador cuando lo instale en el depósito de combustible.
document.mqxliff_884,"When installing the fuel pump and gauge assembly to the fuel tank, check that the fuel gauge unit moving area moves smoothly.","Al instalar el conjunto de la bomba y el indicador en el depósito de combustible, asegúrese de que la zona móvil de la unidad del indicador de combustible se mueve sin dificultad."
document.mqxliff_885,Install the fuel pump and gauge assembly and the retainer plate from service hole.,Instale el conjunto de la bomba de combustible y el indicador y la placa de retención desde el orificio de servicio.
document.mqxliff_886,Tighten the fuel pump and gauge assembly mounting nuts to the specified torque.,Apriete las tuercas de montaje del conjunto del indicador y la bomba de combustible al par especificado.
document.mqxliff_887,Tightening torque:,Par de apriete:
document.mqxliff_888,2.5 ± 0.5 N·m,"2,5 ± 0,5 N·m"
document.mqxliff_889,caution,precaución
document.mqxliff_890,"After connecting the fuel high-pressure hose, slightly pull it to ensure that it is installed securely.","Después de conectar la manguera de combustible de alta presión, tire de ella ligeramente para comprobar que está bien instalada."
document.mqxliff_891,Also confirm that there is a play approximately 3 mm.,"Asimismo, compruebe que existe una holgura de unos 3 mm aproximadamente."
